date,death,cvd,resp
1998-10-13,113,47,7
1998-10-14,99,42,13
1998-10-15,110,48,10
1998-10-16,103,46,9
1998-10-17,104,43,8
1998-10-18,94,35,12
1998-10-19,102,47,6
1998-10-20,102,44,4
1998-10-21,108,44,13
1998-10-22,98,38,11
1998-10-23,120,54,8
1998-10-24,114,44,9
1998-10-25,120,49,11
1998-10-26,114,52,9
1998-10-27,130,62,6
1998-10-28,108,48,13
1998-10-29,91,32,9
1998-10-30,97,36,4
1998-10-31,101,43,8
1998-11-01,105,42,10
1998-11-02,102,38,12
1998-11-03,112,50,9
1998-11-04,116,60,12
1998-11-05,120,48,5
1998-11-06,99,38,7
1998-11-07,113,50,6
1998-11-08,110,50,6
1998-11-09,97,46,6
1998-11-10,124,47,9
1998-11-11,108,57,4
1998-11-12,119,49,10
1998-11-13,123,45,13
1998-11-14,111,53,10
1998-11-15,96,40,6
1998-11-16,102,35,12
1998-11-17,109,52,9
1998-11-18,123,41,14
1998-11-19,114,45,10
1998-11-20,114,50,9
1998-11-21,116,54,4
1998-11-22,105,50,6
1998-11-23,101,40,7
1998-11-24,110,43,11
1998-11-25,117,43,8
1998-11-26,103,44,10
1998-11-27,94,44,6
1998-11-28,123,59,11
1998-11-29,106,40,7
1998-11-30,102,43,9
1998-12-01,100,50,11
1998-12-02,112,46,8
1998-12-03,104,43,11
1998-12-04,117,54,8
1998-12-05,113,56,5
1998-12-06,103,37,10
1998-12-07,99,42,5
1998-12-08,130,59,15
1998-12-09,105,44,7
1998-12-10,99,45,7
1998-12-11,108,51,8
1998-12-12,112,46,11
1998-12-13,109,40,7
1998-12-14,125,52,14
1998-12-15,113,49,15
1998-12-16,125,50,10
1998-12-17,124,55,12
1998-12-18,119,36,14
1998-12-19,126,45,13
1998-12-20,107,34,11
1998-12-21,126,60,11
1998-12-22,120,57,17
1998-12-23,109,54,8
1998-12-24,140,65,10
1998-12-25,130,52,16
1998-12-26,138,66,15
1998-12-27,125,52,14
1998-12-28,156,64,20
1998-12-29,120,48,14
1998-12-30,99,41,8
1998-12-31,141,67,9
1999-01-01,136,54,12
1999-01-02,147,62,12
1999-01-03,136,69,5
1999-01-04,128,65,6
1999-01-05,126,54,12
1999-01-06,128,57,11
1999-01-07,154,72,9
1999-01-08,153,76,8
1999-01-09,113,56,16
1999-01-10,138,61,12
1999-01-11,150,79,14
1999-01-12,146,68,20
1999-01-13,137,60,8
1999-01-14,139,68,18
1999-01-15,118,44,19
1999-01-16,138,56,11
1999-01-17,93,39,11
1999-01-18,140,58,10
1999-01-19,118,50,12
1999-01-20,162,61,9
1999-01-21,138,69,9
1999-01-22,137,63,10
1999-01-23,136,62,15
1999-01-24,136,64,13
1999-01-25,148,59,18
1999-01-26,135,67,8
1999-01-27,120,47,11
1999-01-28,107,51,9
1999-01-29,133,50,17
1999-01-30,137,66,10
1999-01-31,119,41,19
1999-02-01,117,47,12
1999-02-02,131,54,12
1999-02-03,126,55,13
1999-02-04,143,67,11
1999-02-05,113,53,10
1999-02-06,145,48,14
1999-02-07,143,57,9
1999-02-08,134,56,17
1999-02-09,139,54,20
1999-02-10,145,58,14
1999-02-11,136,66,10
1999-02-12,135,68,16
1999-02-13,137,66,11
1999-02-14,138,50,14
1999-02-15,147,72,15
1999-02-16,125,64,9
1999-02-17,150,60,14
1999-02-18,142,65,14
1999-02-19,137,64,14
1999-02-20,145,59,14
1999-02-21,124,54,21
1999-02-22,136,66,11
1999-02-23,133,66,12
1999-02-24,130,61,9
1999-02-25,155,61,15
1999-02-26,149,63,13
1999-02-27,140,70,13
1999-02-28,114,48,15
1999-03-01,138,55,18
1999-03-02,137,53,16
1999-03-03,158,72,12
1999-03-04,142,66,19
1999-03-05,130,54,8
1999-03-06,112,33,13
1999-03-07,109,47,15
1999-03-08,126,61,21
1999-03-09,152,70,12
1999-03-10,123,55,14
1999-03-11,124,50,18
1999-03-12,117,50,15
1999-03-13,132,45,19
1999-03-14,124,57,10
1999-03-15,155,71,16
1999-03-16,132,57,10
1999-03-17,130,40,23
1999-03-18,114,45,14
1999-03-19,135,59,16
1999-03-20,141,63,13
1999-03-21,137,60,11
1999-03-22,142,51,11
1999-03-23,120,48,11
1999-03-24,121,44,17
1999-03-25,147,49,18
1999-03-26,143,69,11
1999-03-27,103,45,7
1999-03-28,113,45,9
1999-03-29,115,40,10
1999-03-30,116,44,8
1999-03-31,122,59,7
1999-04-01,113,42,12
1999-04-02,115,54,6
1999-04-03,117,48,11
1999-04-04,97,42,9
1999-04-05,108,49,11
1999-04-06,108,51,6
1999-04-07,127,63,4
1999-04-08,122,48,11
1999-04-09,126,57,13
1999-04-10,108,47,8
1999-04-11,114,55,9
1999-04-12,113,53,6
1999-04-13,120,50,13
1999-04-14,101,40,13
1999-04-15,119,54,15
1999-04-16,121,52,3
1999-04-17,120,51,8
1999-04-18,108,45,11
1999-04-19,106,46,11
1999-04-20,117,50,11
1999-04-21,111,50,9
1999-04-22,100,39,8
1999-04-23,116,47,9
1999-04-24,119,42,13
1999-04-25,90,36,8
1999-04-26,103,37,8
1999-04-27,113,49,10
1999-04-28,113,46,6
1999-04-29,109,48,11
1999-04-30,104,45,8
1999-05-01,106,54,5
1999-05-02,94,37,9
1999-05-03,114,43,5
1999-05-04,144,58,9
1999-05-05,102,41,8
1999-05-06,89,42,10
1999-05-07,103,39,9
1999-05-08,116,43,10
1999-05-09,97,38,9
1999-05-10,102,54,3
1999-05-11,132,45,8
1999-05-12,100,36,5
1999-05-13,102,33,13
1999-05-14,101,39,11
1999-05-15,107,49,10
1999-05-16,96,41,6
1999-05-17,116,42,11
1999-05-18,93,45,8
1999-05-19,104,45,8
1999-05-20,95,32,5
1999-05-21,118,55,6
1999-05-22,91,37,4
1999-05-23,88,33,8
1999-05-24,114,41,4
1999-05-25,114,49,11
1999-05-26,95,39,4
1999-05-27,96,39,6
1999-05-28,108,46,8
1999-05-29,94,40,8
1999-05-30,109,43,6
1999-05-31,102,41,8
1999-06-01,110,39,6
1999-06-02,124,60,9
1999-06-03,85,28,12
1999-06-04,114,46,7
1999-06-05,108,40,9
1999-06-06,107,43,12
1999-06-07,98,38,8
1999-06-08,120,42,11
1999-06-09,107,49,11
1999-06-10,111,54,11
1999-06-11,94,40,4
1999-06-12,88,36,9
1999-06-13,114,47,9
1999-06-14,99,47,8
1999-06-15,102,53,7
1999-06-16,102,46,11
1999-06-17,85,36,6
1999-06-18,101,34,7
1999-06-19,97,42,8
1999-06-20,101,45,9
1999-06-21,123,59,9
1999-06-22,97,45,5
1999-06-23,111,46,5
1999-06-24,89,38,6
1999-06-25,105,43,7
1999-06-26,95,42,9
1999-06-27,106,54,7
1999-06-28,94,39,13
1999-06-29,94,38,6
1999-06-30,98,40,7
1999-07-01,114,47,11
1999-07-02,98,34,6
1999-07-03,111,49,6
1999-07-04,90,38,7
1999-07-05,104,44,7
1999-07-06,113,47,4
1999-07-07,116,38,14
1999-07-08,89,44,5
1999-07-09,105,46,8
1999-07-10,89,42,8
1999-07-11,83,36,8
1999-07-12,99,39,5
1999-07-13,103,46,3
1999-07-14,133,36,13
1999-07-15,93,40,4
1999-07-16,115,48,4
1999-07-17,122,51,8
1999-07-18,89,39,4
1999-07-19,96,41,7
1999-07-20,115,54,10
1999-07-21,98,47,6
1999-07-22,88,38,7
1999-07-23,95,39,6
1999-07-24,110,45,9
1999-07-25,102,48,5
1999-07-26,99,44,12
1999-07-27,121,45,14
1999-07-28,98,44,4
1999-07-29,105,47,14
1999-07-30,139,62,7
1999-07-31,139,80,7
1999-08-01,116,51,10
1999-08-02,117,62,10
1999-08-03,87,42,5
1999-08-04,93,38,2
1999-08-05,102,40,9
1999-08-06,107,44,7
1999-08-07,108,36,10
1999-08-08,109,42,9
1999-08-09,105,51,9
1999-08-10,107,39,7
1999-08-11,104,39,9
1999-08-12,105,47,5
1999-08-13,102,41,12
1999-08-14,100,40,12
1999-08-15,73,27,6
1999-08-16,95,42,2
1999-08-17,128,52,10
1999-08-18,87,32,8
1999-08-19,81,28,2
1999-08-20,90,32,6
1999-08-21,99,39,4
1999-08-22,124,44,12
1999-08-23,98,37,5
1999-08-24,99,44,5
1999-08-25,89,38,4
1999-08-26,103,56,5
1999-08-27,87,31,6
1999-08-28,105,43,9
1999-08-29,104,39,13
1999-08-30,98,36,4
1999-08-31,109,45,7
1999-09-01,85,25,3
1999-09-02,100,40,6
1999-09-03,115,46,7
1999-09-04,110,44,6
1999-09-05,100,37,5
1999-09-06,100,36,7
1999-09-07,98,43,6
1999-09-08,100,41,15
1999-09-09,90,37,5
1999-09-10,97,38,6
1999-09-11,93,35,5
1999-09-12,106,42,9
1999-09-13,111,45,7
1999-09-14,105,45,8
1999-09-15,104,42,13
1999-09-16,111,46,12
1999-09-17,99,39,7
1999-09-18,103,49,4
1999-09-19,109,49,4
1999-09-20,100,36,11
1999-09-21,107,47,6
1999-09-22,102,46,8
1999-09-23,103,32,6
1999-09-24,114,50,8
1999-09-25,93,37,4
1999-09-26,121,53,5
1999-09-27,96,39,5
1999-09-28,116,50,4
1999-09-29,96,45,6
1999-09-30,89,32,6
1999-10-01,89,46,5
1999-10-02,119,44,8
1999-10-03,101,47,5
1999-10-04,111,43,7
1999-10-05,106,42,10
1999-10-06,110,44,11
1999-10-07,115,52,6
1999-10-08,107,40,10
1999-10-09,124,49,7
1999-10-10,108,44,10
1999-10-11,97,42,9
1999-10-12,105,35,9
1999-10-13,113,41,10
1999-10-14,103,49,8
1999-10-15,98,44,8
1999-10-16,100,36,11
1999-10-17,98,41,12
1999-10-18,97,36,8
1999-10-19,106,46,7
1999-10-20,90,36,13
1999-10-21,103,38,7
1999-10-22,108,40,11
1999-10-23,101,41,4
1999-10-24,134,56,13
1999-10-25,111,55,9
1999-10-26,113,50,9
1999-10-27,119,45,9
1999-10-28,103,37,11
1999-10-29,127,59,10
1999-10-30,108,55,7
1999-10-31,106,51,10
1999-11-01,106,47,11
1999-11-02,106,40,5
1999-11-03,108,44,10
1999-11-04,100,42,11
1999-11-05,123,51,6
1999-11-06,114,38,11
1999-11-07,102,39,5
1999-11-08,97,48,4
1999-11-09,145,50,12
1999-11-10,99,41,4
1999-11-11,115,48,10
1999-11-12,115,50,10
1999-11-13,109,44,4
1999-11-14,101,37,9
1999-11-15,130,54,10
1999-11-16,100,47,9
1999-11-17,122,49,6
1999-11-18,113,50,8
1999-11-19,118,38,11
1999-11-20,119,53,11
1999-11-21,131,56,7
1999-11-22,101,43,4
1999-11-23,116,48,12
1999-11-24,93,38,6
1999-11-25,99,47,7
1999-11-26,131,53,6
1999-11-27,131,54,12
1999-11-28,123,60,5
1999-11-29,123,62,7
1999-11-30,100,41,4
1999-12-01,112,43,12
1999-12-02,116,47,15
1999-12-03,107,46,10
1999-12-04,129,57,9
1999-12-05,122,49,11
1999-12-06,122,51,11
1999-12-07,113,47,10
1999-12-08,122,50,12
1999-12-09,127,51,13
1999-12-10,120,55,9
1999-12-11,124,47,14
1999-12-12,127,55,8
1999-12-13,127,53,11
1999-12-14,129,48,13
1999-12-15,122,43,11
1999-12-16,132,70,8
1999-12-17,135,61,6
1999-12-18,112,54,9
1999-12-19,114,45,12
1999-12-20,142,66,10
1999-12-21,124,47,12
1999-12-22,127,63,14
1999-12-23,121,51,10
1999-12-24,123,49,8
1999-12-25,140,63,13
1999-12-26,150,67,18
1999-12-27,153,73,20
1999-12-28,164,73,22
1999-12-29,123,43,12
1999-12-30,131,64,11
1999-12-31,127,57,12
2000-01-01,160,70,18
2000-01-02,147,64,24
2000-01-03,160,80,10
2000-01-04,131,53,24
2000-01-05,126,47,18
2000-01-06,127,58,11
2000-01-07,139,65,10
2000-01-08,139,54,17
2000-01-09,124,54,12
2000-01-10,139,60,17
2000-01-11,135,53,14
2000-01-12,122,47,17
2000-01-13,137,54,10
2000-01-14,122,51,15
2000-01-15,140,65,18
2000-01-16,124,41,17
2000-01-17,108,40,14
2000-01-18,139,55,24
2000-01-19,137,53,14
2000-01-20,129,53,12
2000-01-21,128,51,13
2000-01-22,119,57,13
2000-01-23,125,54,13
2000-01-24,123,64,15
2000-01-25,133,56,21
2000-01-26,119,43,18
2000-01-27,117,47,8
2000-01-28,124,51,16
2000-01-29,129,50,10
2000-01-30,112,55,9
2000-01-31,129,52,13
2000-02-01,110,48,16
2000-02-02,113,45,9
2000-02-03,117,51,13
2000-02-04,109,49,8
2000-02-05,127,53,6
2000-02-06,113,43,10
2000-02-07,114,48,9
2000-02-08,116,51,13
2000-02-09,129,45,14
2000-02-10,103,48,7
2000-02-11,114,46,10
2000-02-12,102,39,5
2000-02-13,97,36,6
2000-02-14,116,52,9
2000-02-15,123,54,8
2000-02-16,91,37,6
2000-02-17,106,52,4
2000-02-18,122,58,10
2000-02-19,133,62,11
2000-02-20,111,47,10
2000-02-21,134,48,20
2000-02-22,120,49,10
2000-02-23,120,41,16
2000-02-24,94,31,6
2000-02-25,114,41,13
2000-02-26,110,47,8
2000-02-27,109,49,9
2000-02-28,111,44,11
2000-02-29,103,40,9
2000-03-01,112,46,9
2000-03-02,101,37,9
2000-03-03,105,44,9
2000-03-04,104,36,10
2000-03-05,95,35,10
2000-03-06,109,44,12
2000-03-07,109,47,6
2000-03-08,130,60,12
2000-03-09,87,40,3
2000-03-10,111,52,6
2000-03-11,119,46,8
2000-03-12,99,47,4
2000-03-13,109,38,12
2000-03-14,84,40,5
2000-03-15,110,39,9
2000-03-16,108,43,6
2000-03-17,102,45,6
2000-03-18,113,47,6
2000-03-19,100,46,12
2000-03-20,126,56,6
2000-03-21,93,38,9
2000-03-22,113,48,9
2000-03-23,99,38,7
2000-03-24,99,38,7
2000-03-25,106,42,10
2000-03-26,106,51,8
2000-03-27,119,48,10
2000-03-28,93,40,4
2000-03-29,90,34,11
2000-03-30,111,49,11
2000-03-31,97,38,8
2000-04-01,98,42,7
2000-04-02,98,42,4
2000-04-03,116,42,6
2000-04-04,111,42,8
2000-04-05,122,39,10
2000-04-06,120,52,8
2000-04-07,114,42,10
2000-04-08,108,35,8
2000-04-09,115,59,5
2000-04-10,120,51,6
2000-04-11,86,37,5
2000-04-12,122,46,5
2000-04-13,99,49,4
2000-04-14,121,46,6
2000-04-15,100,38,5
2000-04-16,125,45,13
2000-04-17,101,43,6
2000-04-18,120,44,7
2000-04-19,97,39,11
2000-04-20,108,40,10
2000-04-21,105,36,7
2000-04-22,97,48,9
2000-04-23,84,35,5
2000-04-24,112,49,10
2000-04-25,112,54,5
2000-04-26,123,48,14
2000-04-27,123,48,8
2000-04-28,127,47,14
2000-04-29,85,38,4
2000-04-30,113,50,9
2000-05-01,122,51,15
2000-05-02,97,40,4
2000-05-03,102,40,5
2000-05-04,118,45,8
2000-05-05,126,52,9
2000-05-06,125,40,14
2000-05-07,104,42,8
2000-05-08,128,54,9
2000-05-09,108,40,7
2000-05-10,104,43,6
2000-05-11,114,44,10
2000-05-12,102,32,5
2000-05-13,94,38,2
2000-05-14,105,48,10
2000-05-15,108,48,9
2000-05-16,95,44,6
2000-05-17,111,55,6
2000-05-18,102,40,10
2000-05-19,105,43,8
2000-05-20,104,42,6
2000-05-21,104,47,3
2000-05-22,122,40,5
2000-05-23,104,44,7
2000-05-24,94,42,7
2000-05-25,121,51,10
2000-05-26,89,41,5
2000-05-27,102,44,10
2000-05-28,101,47,9
2000-05-29,117,36,6
2000-05-30,102,44,4
2000-05-31,105,33,6
2000-06-01,99,41,5
2000-06-02,89,29,10
2000-06-03,87,44,3
2000-06-04,88,35,5
2000-06-05,92,37,6
2000-06-06,116,55,8
2000-06-07,122,61,8
2000-06-08,113,43,10
2000-06-09,115,49,7
2000-06-10,134,58,7
2000-06-11,98,33,6
2000-06-12,109,43,8
2000-06-13,109,53,5
2000-06-14,90,40,8
2000-06-15,95,36,4
2000-06-16,114,43,5
2000-06-17,106,44,9
2000-06-18,92,39,5
2000-06-19,89,32,3
2000-06-20,101,40,9
2000-06-21,114,52,6
2000-06-22,89,35,5
2000-06-23,92,34,3
2000-06-24,108,42,4
2000-06-25,99,33,11
2000-06-26,120,42,8
2000-06-27,106,40,9
2000-06-28,84,32,9
2000-06-29,102,43,7
2000-06-30,105,42,5
2000-07-01,99,37,8
2000-07-02,85,30,6
2000-07-03,97,42,5
2000-07-04,88,44,7
2000-07-05,120,58,7
2000-07-06,89,40,6
2000-07-07,108,43,8
2000-07-08,117,55,5
2000-07-09,111,42,9
2000-07-10,98,37,4
2000-07-11,119,51,2
2000-07-12,96,40,10
2000-07-13,108,44,4
2000-07-14,97,39,13
2000-07-15,116,40,7
2000-07-16,91,35,13
2000-07-17,94,37,7
2000-07-18,98,38,3
2000-07-19,83,36,1
2000-07-20,91,41,2
2000-07-21,100,40,7
2000-07-22,97,40,9
2000-07-23,98,40,10
2000-07-24,112,35,11
2000-07-25,106,45,10
2000-07-26,103,37,7
2000-07-27,92,25,7
2000-07-28,93,40,5
2000-07-29,111,43,7
2000-07-30,84,37,10
2000-07-31,111,36,9
2000-08-01,97,40,5
2000-08-02,101,47,5
2000-08-03,97,44,9
2000-08-04,104,44,7
2000-08-05,103,41,8
2000-08-06,108,49,6
2000-08-07,112,44,9
2000-08-08,107,36,13
2000-08-09,112,46,7
2000-08-10,93,43,6
2000-08-11,97,41,9
2000-08-12,104,43,9
2000-08-13,104,54,4
2000-08-14,80,30,6
2000-08-15,125,50,3
2000-08-16,102,40,5
2000-08-17,81,35,3
2000-08-18,86,40,7
2000-08-19,108,47,6
2000-08-20,106,44,7
2000-08-21,109,54,3
2000-08-22,119,32,12
2000-08-23,93,42,7
2000-08-24,110,45,10
2000-08-25,95,39,7
2000-08-26,101,43,7
2000-08-27,105,47,6
2000-08-28,89,40,6
2000-08-29,83,29,5
2000-08-30,109,41,4
2000-08-31,106,34,8
2000-09-01,100,40,7
2000-09-02,103,49,10
2000-09-03,99,40,4
2000-09-04,93,35,3
2000-09-05,89,43,5
2000-09-06,91,33,4
2000-09-07,100,50,5
2000-09-08,100,39,8
2000-09-09,91,31,7
2000-09-10,99,42,8
2000-09-11,91,39,9
2000-09-12,100,44,5
2000-09-13,79,33,5
2000-09-14,103,41,3
2000-09-15,92,40,4
2000-09-16,112,50,9
2000-09-17,120,48,11
2000-09-18,118,50,10
2000-09-19,111,44,8
2000-09-20,101,42,9
2000-09-21,102,49,7
2000-09-22,92,34,10
2000-09-23,101,40,5
2000-09-24,103,45,7
2000-09-25,97,33,3
2000-09-26,109,43,9
2000-09-27,90,30,7
2000-09-28,113,49,5
2000-09-29,127,61,9
2000-09-30,109,40,13
2000-10-01,124,45,9
2000-10-02,120,56,8
2000-10-03,119,41,11
2000-10-04,102,39,6
2000-10-05,117,50,8
2000-10-06,112,38,11
2000-10-07,125,60,11
2000-10-08,122,58,10
2000-10-09,113,50,6
2000-10-10,126,62,5
2000-10-11,95,38,5
2000-10-12,119,54,9
2000-10-13,126,58,12
2000-10-14,124,56,6
2000-10-15,130,49,8
2000-10-16,111,39,11
2000-10-17,114,57,5
2000-10-18,112,47,8
2000-10-19,125,51,16
2000-10-20,116,43,6
2000-10-21,103,54,4
2000-10-22,117,49,7
2000-10-23,114,58,11
2000-10-24,111,41,9
2000-10-25,99,41,7
2000-10-26,124,49,10
2000-10-27,112,48,3
2000-10-28,81,42,1
2000-10-29,108,43,10
2000-10-30,112,46,11
2000-10-31,120,49,6
2000-11-01,115,46,6
2000-11-02,116,41,9
2000-11-03,101,44,5
2000-11-04,107,39,10
2000-11-05,100,35,4
2000-11-06,117,42,6
2000-11-07,115,49,10
2000-11-08,108,42,10
2000-11-09,102,48,5
2000-11-10,98,38,9
2000-11-11,108,47,10
2000-11-12,118,50,8
2000-11-13,103,45,6
2000-11-14,117,41,8
2000-11-15,112,45,10
2000-11-16,110,47,6
2000-11-17,108,47,7
2000-11-18,117,39,13
2000-11-19,136,48,15
2000-11-20,103,36,7
2000-11-21,120,45,11
2000-11-22,112,43,7
2000-11-23,127,53,7
2000-11-24,120,46,14
2000-11-25,114,46,12
2000-11-26,111,49,6
2000-11-27,114,49,9
2000-11-28,128,56,8
2000-11-29,128,58,7
2000-11-30,119,46,11
2000-12-01,125,56,9
2000-12-02,113,51,5
2000-12-03,128,53,8
2000-12-04,126,55,12
2000-12-05,112,43,8
2000-12-06,112,41,8
2000-12-07,123,54,7
2000-12-08,106,50,6
2000-12-09,110,32,5
2000-12-10,117,52,11
2000-12-11,126,56,10
2000-12-12,138,59,14
2000-12-13,121,53,9
2000-12-14,125,52,12
2000-12-15,121,52,9
2000-12-16,126,59,5
2000-12-17,131,62,9
2000-12-18,125,56,12
2000-12-19,129,55,13
2000-12-20,118,53,10
2000-12-21,97,50,9
2000-12-22,124,52,10
2000-12-23,144,60,8
2000-12-24,128,47,12
2000-12-25,131,49,15
2000-12-26,122,54,9
2000-12-27,119,51,13
2000-12-28,125,54,7
2000-12-29,132,50,11
2000-12-30,133,52,14
2000-12-31,145,59,8
